tech_id,tech_name,text,section
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Inception  has maintained persistence by modifying Registry run key value   HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run\ .   [120],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Some  InnaputRAT  variants establish persistence by modifying the Registry key  HKU\ \Software\Microsoft\Windows\CurrentVersion\Run:%appdata%\NeutralApp\NeutralApp.exe  .   [121],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,InvisiMole  can place a lnk file in the Startup Folder to achieve persistence.   [122],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Ixeshe  can achieve persistence by adding itself to the  HKCU\Software\Microsoft\Windows\CurrentVersion\Run  Registry key.   [123],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,JCry  has created payloads in the Startup directory to maintain persistence.    [124],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,JHUHUGIT  has used a Registry Run key to establish persistence by executing JavaScript code within the rundll32.exe process.   [125],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Kasidet  creates a Registry Run key to establish persistence.   [126]      [127],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Kazuar  adds a sub-key under several Registry run keys.   [128],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Several  Ke3chang  backdoors achieved persistence by adding a Run key.   [129],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Kimsuky  has placed scripts in the startup folder for persistence and modified the  HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\RunOnce  Registry key.   [130]      [35]      [131]      [132]      [133],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Koadic  has added persistence to the  HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run  Registry key.   [134],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,KOCTOPUS  can set the AutoRun Registry key with a PowerShell command.   [134],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,A version of  KONNI  has dropped a Windows shortcut into the Startup folder to establish persistence.   [135],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Lazarus Group  has maintained persistence by loading malicious code into a startup folder or by adding a Registry Run key.   [136]      [137]      [138]      [139]      [140],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,LazyScripter  has achieved persistence via writing a PowerShell script to the autorun registry key.   [134],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Leviathan  has used JavaScript to create a shortcut file in the Startup folder that points to its main backdoor.   [141]      [142],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,LiteDuke  can create persistence by adding a shortcut in the  CurrentVersion\Run  Registry key.   [86],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,LoJax  has modified the Registry key  ‘HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager\BootExecute’  from  ‘autocheck autochk  ’   to  ‘autocheck autoche ’  in order to execute its payload during Windows startup.   [143],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,LookBack  sets up a Registry Run key to establish a persistence mechanism.   [144],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Lucifer  can persist by setting Registry key values  HKLM\Software\Microsoft\Windows\CurrentVersion\Run\QQMusic  and  HKCU\Software\Microsoft\Windows\CurrentVersion\Run\QQMusic .   [145],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Machete  used the startup folder for persistence.   [146]      [147],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Magic Hound  malware has used Registry Run keys to establish persistence.   [148],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,MarkiRAT  can drop its payload into the Startup directory to ensure it automatically runs when the compromised system is started.   [149],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Matryoshka  can establish persistence by adding Registry Run keys.   [150]      [151],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,"Maze  has created a file named ""startup_vrun.bat"" in the Startup folder of a virtual machine to establish persistence.   [152]",Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,MCMD  can use Registry Run Keys for persistence.   [153],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,"Metamorfo  has configured persistence to the Registry ket  HKCU\Software\Microsoft\Windows\CurrentVersion\Run, Spotify =% APPDATA%\Spotify\Spotify.exe  and used .LNK files in the startup folder to achieve persistence.   [154]      [155]      [156]      [157]",Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Mivast  creates the following Registry entry:  HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Run\Micromedia .   [158],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,MoleNet  can achieve persitence on the infected machine by setting the Registry run key.   [159],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Molerats  saved malicious files within the AppData and Startup folders to maintain persistence.   [160],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Mongall  can establish persistence with the auto start function including using the value  EverNoteTrayUService .   [113],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Mosquito  establishes persistence under the Registry key  HKCU\Software\Run auto_update .   [161],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,MuddyWater  has added Registry Run key  KCU\Software\Microsoft\Windows\CurrentVersion\Run\SystemTextEncoding  to establish persistence.   [162]      [163]      [164]      [165]      [166]      [167],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Mustang Panda  has created the registry key  HKEY_LOCAL_MACHINE\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\Run\AdobelmdyU  to maintain persistence.   [168],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Naikon  has modified a victim's Windows Run registry to establish persistence.   [169],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,NanHaiShu  modifies the %regrun% Registry to point itself to an autostart mechanism.   [170],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,NanoCore  creates a RunOnce key in the Registry to execute its VBS scripts each time the user logs on to the machine.   [171],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,NavRAT  creates a Registry key to ensure a file gets executed upon reboot in order to establish persistence.   [172],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Nebulae  can achieve persistence through a Registry Run key.   [169],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,"The ""SCOUT"" variant of  NETEAGLE  achieves persistence by adding itself to the  HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Run  Registry key.   [38]",Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,NETWIRE  creates a Registry start-up entry to establish persistence.   [173]      [174]      [110]      [175],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,njRAT  has added persistence via the Registry key  HKCU\Software\Microsoft\CurrentVersion\Run\  and dropped a shortcut in  %STARTUP% .   [176]      [177],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,NOKKI  has established persistence by writing the payload to the Registry key  HKCU\Software\Microsoft\Windows\CurrentVersion\Run .   [178],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,ObliqueRAT  can gain persistence by a creating a shortcut in the infected user's Startup directory.   [179],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Octopus  achieved persistence by placing a malicious executable in the startup directory and has added the  HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run  key to the Registry.   [180],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Okrum  establishes persistence by creating a .lnk shortcut to itself in the Startup folder.   [181],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,"During  Operation Honeybee , the threat actors used batch files that allowed them to establish persistence by adding the following Registry key:  ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\SvcHost"" /v COMSysApp /t REG_MULTI_SZ /d ""COMSysApp"" /f .   [182]",Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,"During  Operation Sharpshooter , a first-stage downloader installed  Rising Sun  to  %Startup%\mssync.exe  on a compromised host.   [183]",Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Patchwork  has added the path of its second-stage malware to the startup folder to achieve persistence. One of its file stealers has also persisted by adding a Registry Run key.   [184]      [185],Procedure Examples
